Município;Cód. IBGE;UF;Região;Fabricante;Doses Aplicadas;Dose 1;Dose 2
Tiradentes Do Sul;432147;RS;Sul;BUTANTAN/SINOVAC;2395;1218;1177
Tiradentes Do Sul;432147;RS;Sul;FIOCRUZ/ASTRAZENECA;2125;1826;299
Tiradentes Do Sul;432147;RS;Sul;PFIZER/BIONTECH;329;329;0
Tiradentes Do Sul;432147;RS;Sul;JANSSEN;30;0;0
Tiros;316890;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1932;1768;164
Tiros;316890;MG;Sudeste;BUTANTAN/SINOVAC;1871;967;904
Tiros;316890;MG;Sudeste;PFIZER/BIONTECH;293;293;0
Tiros;316890;MG;Sudeste;JANSSEN;61;0;0
Tobias Barreto;280740;SE;Nordeste;FIOCRUZ/ASTRAZENECA;13960;12888;1072
Tobias Barreto;280740;SE;Nordeste;BUTANTAN/SINOVAC;10176;5252;4924
Tobias Barreto;280740;SE;Nordeste;PFIZER/BIONTECH;1959;1959;0
Tobias Barreto;280740;SE;Nordeste;JANSSEN;1167;0;0
Tocantínia;172110;TO;Norte;BUTANTAN/SINOVAC;3477;2009;1468
Tocantínia;172110;TO;Norte;FIOCRUZ/ASTRAZENECA;807;776;31
Tocantinópolis;172120;TO;Norte;BUTANTAN/SINOVAC;5971;3106;2865
Tocantinópolis;172120;TO;Norte;FIOCRUZ/ASTRAZENECA;4121;3915;206
Tocantins;316900;MG;Sudeste;FIOCRUZ/ASTRAZENECA;5255;4973;282
Tocantins;316900;MG;Sudeste;BUTANTAN/SINOVAC;4283;2165;2118
Tocantins;316900;MG;Sudeste;PFIZER/BIONTECH;337;337;0
Tocantins;316900;MG;Sudeste;JANSSEN;4;0;0
Tocos Do Moji;316905;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1413;1301;112
Tocos Do Moji;316905;MG;Sudeste;BUTANTAN/SINOVAC;1199;615;584
Tocos Do Moji;316905;MG;Sudeste;PFIZER/BIONTECH;184;184;0
Tocos Do Moji;316905;MG;Sudeste;JANSSEN;68;0;0
Toledo;316910;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1955;1705;250
Toledo;316910;MG;Sudeste;BUTANTAN/SINOVAC;1592;813;779
Toledo;316910;MG;Sudeste;PFIZER/BIONTECH;245;245;0
Toledo;316910;MG;Sudeste;JANSSEN;122;0;0
Toledo;412770;PR;Sul;FIOCRUZ/ASTRAZENECA;36454;33079;3375
Toledo;412770;PR;Sul;BUTANTAN/SINOVAC;28639;14998;13641
Toledo;412770;PR;Sul;PFIZER/BIONTECH;11422;11420;2
Toledo;412770;PR;Sul;JANSSEN;1495;0;0
Tomar Do Geru;280750;SE;Nordeste;BUTANTAN/SINOVAC;2218;1243;975
Tomar Do Geru;280750;SE;Nordeste;FIOCRUZ/ASTRAZENECA;2199;2086;113
Tomar Do Geru;280750;SE;Nordeste;PFIZER/BIONTECH;445;443;2
Tomazina;412780;PR;Sul;FIOCRUZ/ASTRAZENECA;2545;2435;110
Tomazina;412780;PR;Sul;BUTANTAN/SINOVAC;2283;1185;1098
Tomazina;412780;PR;Sul;PFIZER/BIONTECH;292;292;0
Tomazina;412780;PR;Sul;JANSSEN;193;0;0
Tombos;316920;MG;Sudeste;FIOCRUZ/ASTRAZENECA;2529;2303;226
Tombos;316920;MG;Sudeste;BUTANTAN/SINOVAC;2526;1373;1153
Tombos;316920;MG;Sudeste;PFIZER/BIONTECH;327;327;0
Tombos;316920;MG;Sudeste;JANSSEN;35;0;0
Tomé-Açu;150800;PA;Norte;FIOCRUZ/ASTRAZENECA;13330;11218;2112
Tomé-Açu;150800;PA;Norte;BUTANTAN/SINOVAC;6499;3448;3051
Tonantins;130423;AM;Norte;BUTANTAN/SINOVAC;4593;2469;2124
Tonantins;130423;AM;Norte;FIOCRUZ/ASTRAZENECA;3702;3402;300
Toritama;261540;PE;Nordeste;FIOCRUZ/ASTRAZENECA;6396;6016;380
Toritama;261540;PE;Nordeste;BUTANTAN/SINOVAC;3809;2028;1781
Toritama;261540;PE;Nordeste;PFIZER/BIONTECH;1369;1369;0
Toritama;261540;PE;Nordeste;JANSSEN;100;0;0
Torixoréu;510820;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1360;1288;72
Torixoréu;510820;MT;Centro-Oeste;BUTANTAN/SINOVAC;1325;705;620
Torixoréu;510820;MT;Centro-Oeste;PFIZER/BIONTECH;183;183;0
Torixoréu;510820;MT;Centro-Oeste;JANSSEN;88;0;0
Toropi;432149;RS;Sul;FIOCRUZ/ASTRAZENECA;1137;954;183
Toropi;432149;RS;Sul;BUTANTAN/SINOVAC;986;497;489
Toropi;432149;RS;Sul;PFIZER/BIONTECH;205;205;0
Toropi;432149;RS;Sul;JANSSEN;69;0;0
Torre De Pedra;355465;SP;Sudeste;BUTANTAN/SINOVAC;1359;762;597
Torre De Pedra;355465;SP;Sudeste;FIOCRUZ/ASTRAZENECA;941;856;85
Torre De Pedra;355465;SP;Sudeste;PFIZER/BIONTECH;140;139;1
Torre De Pedra;355465;SP;Sudeste;JANSSEN;73;0;0
Torres;432150;RS;Sul;FIOCRUZ/ASTRAZENECA;14735;13321;1414
Torres;432150;RS;Sul;BUTANTAN/SINOVAC;13760;7256;6504
Torres;432150;RS;Sul;PFIZER/BIONTECH;2644;2634;10
Torres;432150;RS;Sul;JANSSEN;1000;0;0
Torrinha;355470;SP;Sudeste;FIOCRUZ/ASTRAZENECA;3276;2922;354
Torrinha;355470;SP;Sudeste;BUTANTAN/SINOVAC;2853;1515;1338
Torrinha;355470;SP;Sudeste;PFIZER/BIONTECH;578;578;0
Torrinha;355470;SP;Sudeste;JANSSEN;139;0;0
Touros;241440;RN;Nordeste;FIOCRUZ/ASTRAZENECA;6830;6013;817
Touros;241440;RN;Nordeste;BUTANTAN/SINOVAC;6718;3550;3168
Touros;241440;RN;Nordeste;PFIZER/BIONTECH;939;937;2
Touros;241440;RN;Nordeste;JANSSEN;141;0;0
Trabiju;355475;SP;Sudeste;BUTANTAN/SINOVAC;786;418;368
Trabiju;355475;SP;Sudeste;FIOCRUZ/ASTRAZENECA;658;589;69
Trabiju;355475;SP;Sudeste;PFIZER/BIONTECH;83;83;0
Trabiju;355475;SP;Sudeste;JANSSEN;68;0;0
Tracuateua;150803;PA;Norte;FIOCRUZ/ASTRAZENECA;7507;5551;1956
Tracuateua;150803;PA;Norte;BUTANTAN/SINOVAC;3710;1921;1789
Tracunhaém;261550;PE;Nordeste;FIOCRUZ/ASTRAZENECA;2515;2362;153
Tracunhaém;261550;PE;Nordeste;BUTANTAN/SINOVAC;2014;1140;874
Tracunhaém;261550;PE;Nordeste;PFIZER/BIONTECH;729;726;3
Tracunhaém;261550;PE;Nordeste;JANSSEN;151;0;0
Traipu;270920;AL;Nordeste;FIOCRUZ/ASTRAZENECA;7023;6095;928
Traipu;270920;AL;Nordeste;BUTANTAN/SINOVAC;4623;2701;1922
Trairão;150805;PA;Norte;FIOCRUZ/ASTRAZENECA;3206;2260;946
Trairão;150805;PA;Norte;BUTANTAN/SINOVAC;1018;571;447
Trairi;231350;CE;Nordeste;BUTANTAN/SINOVAC;4436;2893;1543
Trairi;231350;CE;Nordeste;FIOCRUZ/ASTRAZENECA;2283;2082;201
Trairi;231350;CE;Nordeste;PFIZER/BIONTECH;2;2;0
Trajano De Moraes;330590;RJ;Sudeste;FIOCRUZ/ASTRAZENECA;2939;2742;197
Trajano De Moraes;330590;RJ;Sudeste;BUTANTAN/SINOVAC;1970;1143;827
Trajano De Moraes;330590;RJ;Sudeste;PFIZER/BIONTECH;187;187;0
Trajano De Moraes;330590;RJ;Sudeste;JANSSEN;26;0;0
Tramandaí;432160;RS;Sul;BUTANTAN/SINOVAC;20894;12060;8834
Tramandaí;432160;RS;Sul;FIOCRUZ/ASTRAZENECA;18523;16227;2296
Tramandaí;432160;RS;Sul;PFIZER/BIONTECH;3568;3564;4
Tramandaí;432160;RS;Sul;JANSSEN;27;0;0
Travesseiro;432162;RS;Sul;BUTANTAN/SINOVAC;1024;529;495
Travesseiro;432162;RS;Sul;FIOCRUZ/ASTRAZENECA;842;619;223
Travesseiro;432162;RS;Sul;PFIZER/BIONTECH;227;227;0
Travesseiro;432162;RS;Sul;JANSSEN;55;0;0
Tremedal;293180;BA;Nordeste;BUTANTAN/SINOVAC;3680;2061;1619
Tremedal;293180;BA;Nordeste;FIOCRUZ/ASTRAZENECA;2645;2343;302
Tremedal;293180;BA;Nordeste;PFIZER/BIONTECH;156;156;0
Tremembé;355480;SP;Sudeste;FIOCRUZ/ASTRAZENECA;12211;11205;1006
Tremembé;355480;SP;Sudeste;BUTANTAN/SINOVAC;11235;6095;5140
Tremembé;355480;SP;Sudeste;PFIZER/BIONTECH;1443;1443;0
Tremembé;355480;SP;Sudeste;JANSSEN;712;0;0
Três Arroios;432163;RS;Sul;BUTANTAN/SINOVAC;1208;616;592
Três Arroios;432163;RS;Sul;FIOCRUZ/ASTRAZENECA;1076;806;270
Três Arroios;432163;RS;Sul;PFIZER/BIONTECH;288;288;0
Três Arroios;432163;RS;Sul;JANSSEN;66;0;0
Três Barras;421830;SC;Sul;FIOCRUZ/ASTRAZENECA;4582;4173;409
Três Barras;421830;SC;Sul;BUTANTAN/SINOVAC;3484;1906;1578
Três Barras;421830;SC;Sul;PFIZER/BIONTECH;840;840;0
Três Barras;421830;SC;Sul;JANSSEN;315;0;0
Três Barras Do Paraná;412785;PR;Sul;FIOCRUZ/ASTRAZENECA;3549;3368;181
Três Barras Do Paraná;412785;PR;Sul;BUTANTAN/SINOVAC;2183;1146;1037
Três Barras Do Paraná;412785;PR;Sul;PFIZER/BIONTECH;487;487;0
Três Barras Do Paraná;412785;PR;Sul;JANSSEN;168;0;0
Três Cachoeiras;432166;RS;Sul;FIOCRUZ/ASTRAZENECA;3528;3219;309
Três Cachoeiras;432166;RS;Sul;BUTANTAN/SINOVAC;3424;1778;1646
Três Cachoeiras;432166;RS;Sul;PFIZER/BIONTECH;822;822;0
Três Cachoeiras;432166;RS;Sul;JANSSEN;262;0;0
Três Corações;316930;MG;Sudeste;FIOCRUZ/ASTRAZENECA;14580;13151;1429
Três Corações;316930;MG;Sudeste;BUTANTAN/SINOVAC;14219;7389;6830
Três Corações;316930;MG;Sudeste;PFIZER/BIONTECH;1623;1622;1
Três Corações;316930;MG;Sudeste;JANSSEN;142;0;0
Três Coroas;432170;RS;Sul;BUTANTAN/SINOVAC;5532;2824;2708
Três Coroas;432170;RS;Sul;FIOCRUZ/ASTRAZENECA;4958;4777;181
Três Coroas;432170;RS;Sul;PFIZER/BIONTECH;486;486;0
Três De Maio;432180;RS;Sul;BUTANTAN/SINOVAC;9452;5043;4409
Três De Maio;432180;RS;Sul;FIOCRUZ/ASTRAZENECA;7624;6700;924
Três De Maio;432180;RS;Sul;PFIZER/BIONTECH;1061;1057;4
Três De Maio;432180;RS;Sul;JANSSEN;189;0;0
Três Forquilhas;432183;RS;Sul;FIOCRUZ/ASTRAZENECA;1143;936;207
Três Forquilhas;432183;RS;Sul;BUTANTAN/SINOVAC;979;509;470
Três Forquilhas;432183;RS;Sul;PFIZER/BIONTECH;222;222;0
Três Forquilhas;432183;RS;Sul;JANSSEN;79;0;0
Três Fronteiras;355490;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2034;1815;219
Três Fronteiras;355490;SP;Sudeste;BUTANTAN/SINOVAC;1871;1053;818
Três Fronteiras;355490;SP;Sudeste;PFIZER/BIONTECH;281;281;0
Três Fronteiras;355490;SP;Sudeste;JANSSEN;169;0;0
Três Lagoas;500830;MS;Centro-Oeste;FIOCRUZ/ASTRAZENECA;39050;31578;7472
Três Lagoas;500830;MS;Centro-Oeste;BUTANTAN/SINOVAC;22519;12800;9719
Três Lagoas;500830;MS;Centro-Oeste;PFIZER/BIONTECH;9393;8849;544
Três Lagoas;500830;MS;Centro-Oeste;JANSSEN;5893;0;0
Três Marias;316935;MG;Sudeste;FIOCRUZ/ASTRAZENECA;6953;6592;361
Três Marias;316935;MG;Sudeste;BUTANTAN/SINOVAC;4610;2439;2171
Três Marias;316935;MG;Sudeste;PFIZER/BIONTECH;1475;1475;0
Três Marias;316935;MG;Sudeste;JANSSEN;69;0;0
Três Palmeiras;432185;RS;Sul;BUTANTAN/SINOVAC;1967;994;973
Três Palmeiras;432185;RS;Sul;FIOCRUZ/ASTRAZENECA;1431;1297;134
Três Palmeiras;432185;RS;Sul;PFIZER/BIONTECH;325;325;0
Três Palmeiras;432185;RS;Sul;JANSSEN;106;0;0
Três Passos;432190;RS;Sul;BUTANTAN/SINOVAC;9746;5048;4698
Três Passos;432190;RS;Sul;FIOCRUZ/ASTRAZENECA;8359;7197;1162
Três Passos;432190;RS;Sul;PFIZER/BIONTECH;1732;1732;0
Três Passos;432190;RS;Sul;JANSSEN;698;0;0
Três Pontas;316940;MG;Sudeste;FIOCRUZ/ASTRAZENECA;12808;11615;1193
Três Pontas;316940;MG;Sudeste;BUTANTAN/SINOVAC;11459;6003;5456
Três Pontas;316940;MG;Sudeste;PFIZER/BIONTECH;2139;2138;1
Três Pontas;316940;MG;Sudeste;JANSSEN;89;0;0
Três Ranchos;522130;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;984;875;109
Três Ranchos;522130;GO;Centro-Oeste;BUTANTAN/SINOVAC;588;309;279
Três Ranchos;522130;GO;Centro-Oeste;PFIZER/BIONTECH;47;47;0
Três Rios;330600;RJ;Sudeste;BUTANTAN/SINOVAC;21891;12170;9721
Três Rios;330600;RJ;Sudeste;FIOCRUZ/ASTRAZENECA;13908;12678;1230
Três Rios;330600;RJ;Sudeste;PFIZER/BIONTECH;1174;1170;4
Três Rios;330600;RJ;Sudeste;JANSSEN;216;0;0
Treviso;421835;SC;Sul;FIOCRUZ/ASTRAZENECA;1474;1203;271
Treviso;421835;SC;Sul;BUTANTAN/SINOVAC;927;496;431
Treviso;421835;SC;Sul;PFIZER/BIONTECH;310;310;0
Treviso;421835;SC;Sul;JANSSEN;136;0;0
Treze De Maio;421840;SC;Sul;FIOCRUZ/ASTRAZENECA;2259;2037;222
Treze De Maio;421840;SC;Sul;BUTANTAN/SINOVAC;2213;1254;959
Treze De Maio;421840;SC;Sul;PFIZER/BIONTECH;275;275;0
Treze De Maio;421840;SC;Sul;JANSSEN;271;0;0
Treze Tílias;421850;SC;Sul;FIOCRUZ/ASTRAZENECA;1837;1657;180
Treze Tílias;421850;SC;Sul;BUTANTAN/SINOVAC;1312;734;578
Treze Tílias;421850;SC;Sul;PFIZER/BIONTECH;382;382;0
Treze Tílias;421850;SC;Sul;JANSSEN;251;0;0
Trindade;261560;PE;Nordeste;FIOCRUZ/ASTRAZENECA;5488;5090;398
Trindade;261560;PE;Nordeste;BUTANTAN/SINOVAC;4145;2194;1951
Trindade;261560;PE;Nordeste;PFIZER/BIONTECH;1502;1502;0
Trindade;261560;PE;Nordeste;JANSSEN;220;0;0
Trindade;522140;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;26016;24050;1966
Trindade;522140;GO;Centro-Oeste;BUTANTAN/SINOVAC;22052;12013;10039
Trindade;522140;GO;Centro-Oeste;PFIZER/BIONTECH;8703;8697;6
Trindade;522140;GO;Centro-Oeste;JANSSEN;1733;0;0
Trindade Do Sul;432195;RS;Sul;FIOCRUZ/ASTRAZENECA;2375;2074;301
Trindade Do Sul;432195;RS;Sul;BUTANTAN/SINOVAC;1936;1045;891
Trindade Do Sul;432195;RS;Sul;PFIZER/BIONTECH;394;394;0
Trindade Do Sul;432195;RS;Sul;JANSSEN;57;0;0
Triunfo;251680;PB;Nordeste;BUTANTAN/SINOVAC;2500;1332;1168
Triunfo;251680;PB;Nordeste;FIOCRUZ/ASTRAZENECA;2126;1939;187
Triunfo;251680;PB;Nordeste;PFIZER/BIONTECH;380;380;0
Triunfo;251680;PB;Nordeste;JANSSEN;92;0;0
Triunfo;261570;PE;Nordeste;FIOCRUZ/ASTRAZENECA;4915;4213;702
Triunfo;261570;PE;Nordeste;BUTANTAN/SINOVAC;3617;1932;1685
Triunfo;261570;PE;Nordeste;PFIZER/BIONTECH;964;964;0
Triunfo;261570;PE;Nordeste;JANSSEN;41;0;0
Triunfo;432200;RS;Sul;FIOCRUZ/ASTRAZENECA;7990;7279;711
Triunfo;432200;RS;Sul;BUTANTAN/SINOVAC;6257;3241;3016
Triunfo;432200;RS;Sul;PFIZER/BIONTECH;1445;1445;0
Triunfo;432200;RS;Sul;JANSSEN;509;0;0
Triunfo Potiguar;241445;RN;Nordeste;BUTANTAN/SINOVAC;935;517;418
Triunfo Potiguar;241445;RN;Nordeste;FIOCRUZ/ASTRAZENECA;601;572;29
Triunfo Potiguar;241445;RN;Nordeste;PFIZER/BIONTECH;115;115;0
Triunfo Potiguar;241445;RN;Nordeste;JANSSEN;21;0;0
Trizidela Do Vale;211223;MA;Nordeste;FIOCRUZ/ASTRAZENECA;4391;3633;758
Trizidela Do Vale;211223;MA;Nordeste;BUTANTAN/SINOVAC;3726;2086;1640
Trizidela Do Vale;211223;MA;Nordeste;JANSSEN;165;0;0
Trombas;522145;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1561;1395;166
Trombas;522145;GO;Centro-Oeste;BUTANTAN/SINOVAC;683;378;305
Trombas;522145;GO;Centro-Oeste;PFIZER/BIONTECH;40;40;0
Trombas;522145;GO;Centro-Oeste;JANSSEN;8;0;0
Trombudo Central;421860;SC;Sul;FIOCRUZ/ASTRAZENECA;2113;1867;246
Trombudo Central;421860;SC;Sul;BUTANTAN/SINOVAC;1780;992;788
Trombudo Central;421860;SC;Sul;PFIZER/BIONTECH;277;277;0
Trombudo Central;421860;SC;Sul;JANSSEN;246;0;0
Tubarão;421870;SC;Sul;BUTANTAN/SINOVAC;26641;14042;12599
Tubarão;421870;SC;Sul;FIOCRUZ/ASTRAZENECA;23431;21041;2390
Tubarão;421870;SC;Sul;PFIZER/BIONTECH;10447;10444;3
Tubarão;421870;SC;Sul;JANSSEN;430;0;0
Tucano;293190;BA;Nordeste;FIOCRUZ/ASTRAZENECA;11758;10133;1625
Tucano;293190;BA;Nordeste;BUTANTAN/SINOVAC;10488;5703;4785
Tucano;293190;BA;Nordeste;PFIZER/BIONTECH;2974;2972;2
Tucano;293190;BA;Nordeste;JANSSEN;584;0;0
Tucumã;150808;PA;Norte;FIOCRUZ/ASTRAZENECA;6254;4969;1285
Tucumã;150808;PA;Norte;BUTANTAN/SINOVAC;3561;1883;1678
Tucunduva;432210;RS;Sul;BUTANTAN/SINOVAC;2225;1129;1096
Tucunduva;432210;RS;Sul;FIOCRUZ/ASTRAZENECA;1647;1425;222
Tucunduva;432210;RS;Sul;PFIZER/BIONTECH;358;358;0
Tucunduva;432210;RS;Sul;JANSSEN;30;0;0
Tucuruí;150810;PA;Norte;FIOCRUZ/ASTRAZENECA;20753;18029;2724
Tucuruí;150810;PA;Norte;BUTANTAN/SINOVAC;7222;3845;3377
Tucuruí;150810;PA;Norte;JANSSEN;3744;0;0
Tufilândia;211227;MA;Nordeste;FIOCRUZ/ASTRAZENECA;1495;1344;151
Tufilândia;211227;MA;Nordeste;BUTANTAN/SINOVAC;1142;625;517
Tufilândia;211227;MA;Nordeste;JANSSEN;58;0;0
Tuiuti;355495;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2133;1948;185
Tuiuti;355495;SP;Sudeste;BUTANTAN/SINOVAC;2003;1081;922
Tuiuti;355495;SP;Sudeste;PFIZER/BIONTECH;373;373;0
Tuiuti;355495;SP;Sudeste;JANSSEN;117;0;0
Tumiritinga;316950;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1781;1636;145
Tumiritinga;316950;MG;Sudeste;BUTANTAN/SINOVAC;1367;695;672
Tumiritinga;316950;MG;Sudeste;PFIZER/BIONTECH;151;151;0
Tunápolis;421875;SC;Sul;FIOCRUZ/ASTRAZENECA;1624;1445;179
Tunápolis;421875;SC;Sul;BUTANTAN/SINOVAC;1390;731;659
Tunápolis;421875;SC;Sul;PFIZER/BIONTECH;337;336;1
Tunápolis;421875;SC;Sul;JANSSEN;147;0;0
Tunas;432215;RS;Sul;FIOCRUZ/ASTRAZENECA;1060;980;80
Tunas;432215;RS;Sul;BUTANTAN/SINOVAC;850;435;415
Tunas;432215;RS;Sul;PFIZER/BIONTECH;194;194;0
Tunas;432215;RS;Sul;JANSSEN;25;0;0
Tunas Do Paraná;412788;PR;Sul;FIOCRUZ/ASTRAZENECA;1535;1459;76
Tunas Do Paraná;412788;PR;Sul;BUTANTAN/SINOVAC;967;533;434
Tunas Do Paraná;412788;PR;Sul;PFIZER/BIONTECH;223;223;0
Tunas Do Paraná;412788;PR;Sul;JANSSEN;76;0;0
Tuneiras Do Oeste;412790;PR;Sul;FIOCRUZ/ASTRAZENECA;2732;2524;208
Tuneiras Do Oeste;412790;PR;Sul;BUTANTAN/SINOVAC;1783;938;845
Tuneiras Do Oeste;412790;PR;Sul;PFIZER/BIONTECH;307;307;0
Tuneiras Do Oeste;412790;PR;Sul;JANSSEN;145;0;0
Tuntum;211230;MA;Nordeste;FIOCRUZ/ASTRAZENECA;8285;7612;673
Tuntum;211230;MA;Nordeste;BUTANTAN/SINOVAC;7007;3779;3228
Tuntum;211230;MA;Nordeste;JANSSEN;181;0;0
Tupã;355500;SP;Sudeste;BUTANTAN/SINOVAC;37527;21277;16250
Tupã;355500;SP;Sudeste;FIOCRUZ/ASTRAZENECA;27291;24914;2377
Tupã;355500;SP;Sudeste;PFIZER/BIONTECH;3372;3359;13
Tupã;355500;SP;Sudeste;JANSSEN;2245;0;0
Tupaciguara;316960;MG;Sudeste;FIOCRUZ/ASTRAZENECA;7987;7140;847
Tupaciguara;316960;MG;Sudeste;BUTANTAN/SINOVAC;7127;3652;3475
Tupaciguara;316960;MG;Sudeste;PFIZER/BIONTECH;769;769;0
Tupaciguara;316960;MG;Sudeste;JANSSEN;682;0;0
Tupanatinga;261580;PE;Nordeste;FIOCRUZ/ASTRAZENECA;5002;4350;652
Tupanatinga;261580;PE;Nordeste;BUTANTAN/SINOVAC;3257;1686;1571
Tupanatinga;261580;PE;Nordeste;PFIZER/BIONTECH;1087;1087;0
Tupanatinga;261580;PE;Nordeste;JANSSEN;34;0;0
Tupanci Do Sul;432218;RS;Sul;FIOCRUZ/ASTRAZENECA;662;498;164
Tupanci Do Sul;432218;RS;Sul;BUTANTAN/SINOVAC;469;245;224
Tupanci Do Sul;432218;RS;Sul;PFIZER/BIONTECH;147;147;0
Tupanci Do Sul;432218;RS;Sul;JANSSEN;35;0;0
Tupanciretã;432220;RS;Sul;FIOCRUZ/ASTRAZENECA;7570;6813;757
Tupanciretã;432220;RS;Sul;BUTANTAN/SINOVAC;5436;2819;2617
Tupanciretã;432220;RS;Sul;PFIZER/BIONTECH;1602;1587;15
Tupanciretã;432220;RS;Sul;JANSSEN;586;0;0
Tupandi;432225;RS;Sul;FIOCRUZ/ASTRAZENECA;1142;1029;113
Tupandi;432225;RS;Sul;BUTANTAN/SINOVAC;896;469;427
Tupandi;432225;RS;Sul;PFIZER/BIONTECH;296;296;0
Tupandi;432225;RS;Sul;JANSSEN;134;0;0
Tuparendi;432230;RS;Sul;BUTANTAN/SINOVAC;3628;1849;1779
Tuparendi;432230;RS;Sul;FIOCRUZ/ASTRAZENECA;3122;2636;486
Tuparendi;432230;RS;Sul;PFIZER/BIONTECH;667;665;2
Tuparendi;432230;RS;Sul;JANSSEN;149;0;0
Tuparetama;261590;PE;Nordeste;BUTANTAN/SINOVAC;2646;1338;1308
Tuparetama;261590;PE;Nordeste;FIOCRUZ/ASTRAZENECA;2091;1838;253
Tuparetama;261590;PE;Nordeste;PFIZER/BIONTECH;326;326;0
Tuparetama;261590;PE;Nordeste;JANSSEN;74;0;0
Tupãssi;412795;PR;Sul;BUTANTAN/SINOVAC;2443;1265;1178
Tupãssi;412795;PR;Sul;FIOCRUZ/ASTRAZENECA;2275;2095;180
Tupãssi;412795;PR;Sul;PFIZER/BIONTECH;415;415;0
Tupãssi;412795;PR;Sul;JANSSEN;198;0;0
Tupi Paulista;355510;SP;Sudeste;BUTANTAN/SINOVAC;5676;2904;2772
Tupi Paulista;355510;SP;Sudeste;FIOCRUZ/ASTRAZENECA;5371;4796;575
Tupi Paulista;355510;SP;Sudeste;PFIZER/BIONTECH;570;570;0
Tupi Paulista;355510;SP;Sudeste;JANSSEN;102;0;0
Tupirama;172125;TO;Norte;FIOCRUZ/ASTRAZENECA;486;465;21
Tupirama;172125;TO;Norte;BUTANTAN/SINOVAC;426;247;179
Tupirama;172125;TO;Norte;JANSSEN;1;0;0
Tupiratins;172130;TO;Norte;BUTANTAN/SINOVAC;495;285;210
Tupiratins;172130;TO;Norte;FIOCRUZ/ASTRAZENECA;462;434;28
Tupiratins;172130;TO;Norte;JANSSEN;4;0;0
Turiaçu;211240;MA;Nordeste;FIOCRUZ/ASTRAZENECA;7448;6800;648
Turiaçu;211240;MA;Nordeste;BUTANTAN/SINOVAC;4154;2308;1846
Turiaçu;211240;MA;Nordeste;JANSSEN;262;0;0
Turilândia;211245;MA;Nordeste;FIOCRUZ/ASTRAZENECA;3568;3200;368
Turilândia;211245;MA;Nordeste;BUTANTAN/SINOVAC;2509;1397;1112
Turilândia;211245;MA;Nordeste;JANSSEN;5;0;0
Turiúba;355520;SP;Sudeste;BUTANTAN/SINOVAC;749;385;364
Turiúba;355520;SP;Sudeste;FIOCRUZ/ASTRAZENECA;645;580;65
Turiúba;355520;SP;Sudeste;PFIZER/BIONTECH;125;125;0
Turiúba;355520;SP;Sudeste;JANSSEN;79;0;0
Turmalina;316970;MG;Sudeste;FIOCRUZ/ASTRAZENECA;6942;6264;678
Turmalina;316970;MG;Sudeste;BUTANTAN/SINOVAC;4001;2154;1847
Turmalina;316970;MG;Sudeste;PFIZER/BIONTECH;951;948;3
Turmalina;316970;MG;Sudeste;JANSSEN;702;0;0
Turmalina;355530;SP;Sudeste;BUTANTAN/SINOVAC;866;449;417
Turmalina;355530;SP;Sudeste;FIOCRUZ/ASTRAZENECA;855;743;112
Turmalina;355530;SP;Sudeste;PFIZER/BIONTECH;84;84;0
Turmalina;355530;SP;Sudeste;JANSSEN;44;0;0
Turuçu;432232;RS;Sul;FIOCRUZ/ASTRAZENECA;1509;1233;276
Turuçu;432232;RS;Sul;BUTANTAN/SINOVAC;1097;559;538
Turuçu;432232;RS;Sul;PFIZER/BIONTECH;241;241;0
Turuçu;432232;RS;Sul;JANSSEN;61;0;0
Tururu;231355;CE;Nordeste;FIOCRUZ/ASTRAZENECA;3149;2812;337
Tururu;231355;CE;Nordeste;BUTANTAN/SINOVAC;2678;1546;1132
Tururu;231355;CE;Nordeste;PFIZER/BIONTECH;10;9;1
Tururu;231355;CE;Nordeste;JANSSEN;4;0;0
Turvânia;522150;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1458;1322;136
Turvânia;522150;GO;Centro-Oeste;BUTANTAN/SINOVAC;1241;685;556
Turvânia;522150;GO;Centro-Oeste;PFIZER/BIONTECH;120;120;0
Turvânia;522150;GO;Centro-Oeste;JANSSEN;28;0;0
Turvelândia;522155;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1120;1037;83
Turvelândia;522155;GO;Centro-Oeste;BUTANTAN/SINOVAC;770;414;356
Turvelândia;522155;GO;Centro-Oeste;PFIZER/BIONTECH;55;54;1
Turvo;412796;PR;Sul;FIOCRUZ/ASTRAZENECA;3851;3656;195
Turvo;412796;PR;Sul;BUTANTAN/SINOVAC;3183;1713;1470
Turvo;412796;PR;Sul;PFIZER/BIONTECH;640;640;0
Turvo;412796;PR;Sul;JANSSEN;273;0;0
Turvo;421880;SC;Sul;FIOCRUZ/ASTRAZENECA;3417;3154;263
